fwd_num_packets,bwd_num_packets,fwd_total_bytes,bwd_total_bytes,fwd_avg_pkt_length,bwd_avg_pkt_length,fwd_std_pkt_length,bwd_std_pkt_length,fwd_max_pkt_length,bwd_max_pkt_length,fwd_min_pkt_length,bwd_min_pkt_length,fwd_avg_inter_time,bwd_avg_inter_time,fwd_std_inter_time,bwd_std_inter_time,fwd_min_inter_time,bwd_min_inter_time,fwd_max_inter_time,bwd_max_inter_time,fwd_avg_offset,bwd_avg_offset,fwd_num_rst,bwd_num_rst,fwd_num_psh,bwd_num_psh,label,categorical_label,pair
11,17,705,1056,64.09090909,62.11764706,9.137335995,15.67594635,77,86,52,40,0.94247,0.589037,1.54388,1.264445,3e-06,3e-06,3.834803,3.792718,8.181818182,7.764705882,0,2,7,7,1,FTP,4265
104,81,10215,145487,98.22115385,1796.135802,125.6098101,2173.695872,617,10236,40,52,33.9776,42.232783,161.868483,182.602852,0.0,3e-06,1457.802299,1457.804408,7.990384615,8.320987654,20,0,15,14,1,hulk,4265
85,70,9325,131273,109.7058824,1875.328571,132.7495694,2333.373857,451,10188,40,52,11.14459,13.567138,30.494935,33.233959,0.0,1e-06,100.043165,100.051505,7.858823529,8.314285714,20,0,14,11,1,hulk,2434
113,76,16028,143241,141.840708,1884.75,158.693357,2258.830872,585,10188,40,52,30.206887,44.067018,162.460792,199.770528,0.0,3e-06,1530.428637,1551.396371,8.088495575,8.368421053,18,0,28,12,1,hulk,2434
113,76,16028,143241,141.840708,1884.75,158.693357,2258.830872,585,10188,40,52,30.206887,44.067018,162.460792,199.770528,0.0,3e-06,1530.428637,1551.396371,8.088495575,8.368421053,18,0,28,12,1,hulk,5643
20,32,3056,4417,152.8,138.03125,141.627235,220.1445983,692,1028,52,52,0.62847,0.38519,0.948857,0.771087,0.00045,3e-06,2.364506,2.318601,8.1,8.0625,0,0,16,15,1,SSH,5643
86,62,8721,119254,101.4069767,1923.451613,121.8366677,2334.742333,445,8740,40,52,9.814969,13.413881,28.191631,32.693938,0.0,1.3e-05,100.051207,101.066782,7.709302326,8.322580645,22,0,13,10,1,hulk,82
105,77,10704,135158,101.9428571,1755.298701,124.1955521,1905.595825,564,7292,40,40,30.248365,24.324471,145.166675,96.618453,0.0,1.4e-05,1234.008756,803.398044,8.019047619,8.272727273,21,1,15,12,1,hulk,82
10,10,3452,767,345.2,76.7,784.562553274116,68.89291206890107,2559,238,40,40,2.237458520465427,1.1496976481543646,2.6260194534525145,2.194153338650216,4.0531158447265625e-06,4.0531158447265625e-06,5.07573390007019,5.126469850540161,5.3,5.3,0,1,7,3,0,benign,3735
105,75,9610,143184,91.52380952,1909.12,112.5870685,2136.464362,448,8740,40,52,27.716991,24.198548,131.501672,101.925387,0.0,1.3e-05,1028.68301,845.01883,7.895238095,8.32,23,0,12,13,1,hulk,3735
11,17,694,1056,63.09090909,62.11764706,7.879778493,15.67594635,73,86,52,40,0.865178,0.540731,1.398306,1.1448,0.000218,3.8e-05,3.232999,3.188414,8.181818182,7.764705882,0,2,7,7,1,FTP,4198
94,66,10009,131081,106.4787234,1986.075758,130.8295064,2606.132881,451,10199,40,52,45.766802,20.917696,301.568304,50.095464,0.0,4e-06,2893.656688,304.348237,8.063829787,8.393939394,18,0,14,11,1,hulk,4198
11,17,699,1056,63.54545455,62.11764706,8.47777844,15.67594635,75,86,52,40,0.891131,0.556958,1.445799,1.183358,3e-06,3e-06,3.446558,3.403215,8.181818182,7.764705882,0,2,7,7,1,FTP,3994
94,77,10426,143277,110.9148936,1860.74026,132.8784439,2267.080968,469,8740,40,52,22.435523,27.453489,120.723342,133.202362,1e-06,1e-05,1140.357146,1140.359348,7.85106383,8.311688312,20,0,16,12,1,hulk,3994
99,79,9287,143344,93.80808081,1814.481013,116.6115719,2568.139399,467,11647,40,52,42.547054,13.25856,316.542549,34.417181,1e-06,2e-06,3131.440261,148.941968,7.797979798,8.303797468,24,0,12,12,1,hulk,1425
93,74,10237,143132,110.0752688,1934.216216,134.2459,2333.050213,474,10188,40,52,22.178537,27.897433,116.400371,130.256555,1e-06,7e-06,1091.259373,1091.272887,7.956989247,8.324324324,19,0,15,13,1,hulk,1425
103,74,10686,143121,103.7475728,1934.067568,127.3131633,2588.772488,469,10188,40,52,34.289482,23.279959,178.386275,92.427865,0.0,1.5e-05,1633.331204,752.863533,7.951456311,8.324324324,23,0,15,12,1,hulk,617
80,64,8198,121349,102.475,1896.078125,129.9294818,2395.405611,572,11647,40,52,19.171422,24.040186,70.151466,77.926623,0.0,3e-06,567.235864,567.236547,7.8625,8.34375,18,0,12,11,1,hulk,617
97,70,10565,134806,108.9175258,1925.8,127.4663085,2428.09935,431,10188,40,52,36.446195,24.463666,183.380773,93.594732,1e-06,4e-05,1634.343409,741.095072,8.175257732,8.342857143,17,0,16,12,1,hulk,2578
88,72,9309,134910,105.7840909,1873.75,132.9993042,2521.014281,486,10188,40,52,24.061546,29.483326,125.447616,138.473903,0.0,1e-06,1147.255005,1147.264019,7.784090909,8.333333333,21,0,13,12,1,hulk,2578
88,70,8901,131273,101.1477273,1875.328571,121.9150392,2057.051624,425,8740,40,52,10.748891,13.55277,30.032378,33.202911,1e-06,3e-06,99.578183,99.590768,7.772727273,8.314285714,20,0,13,11,1,hulk,5168
96,78,10243,143292,106.6979167,1837.076923,129.7039641,1922.604191,469,8740,40,52,41.500709,13.033724,299.909496,32.280155,0.0,3e-06,2919.932242,100.50315,7.895833333,8.307692308,22,0,15,12,1,slowloris,5168
34,34,5430,2732,159.7058823529412,80.3529411764706,55.92556167977092,7.702350498942263,384,100,89,67,10559.385103008965,13255.561232053871,8327.798311182814,7303.972658675108,255.6919801235199,413.88246393203735,27255.492133140564,26223.80492997169,0.0,0.0,0,0,0,0,0,benign,3024
93,76,9422,143188,101.311828,1884.052632,125.2275302,2024.216892,449,7292,40,52,11.089957,13.603636,30.268032,33.09079,0.0,1.4e-05,100.281194,100.335736,7.860215054,8.315789474,21,0,13,12,1,hulk,3024
72,83,131377,7938,1824.680555555556,95.63855421686748,2332.5788957650934,116.47030170121496,11636,430,52,40,259.5757053167048,304.7725627713087,244.92055187875545,232.34544346029352,2.86102294921875e-06,9.5367431640625e-07,851.5811190605164,949.8801679611206,8.305555555555555,7.686746987951807,0,21,11,11,0,benign,3109
96,75,10712,143184,111.5833333,1909.12,133.8864929,2503.87742,494,11647,40,52,21.67026,27.819422,116.686605,131.766194,0.0,1.5e-05,1112.324887,1112.340214,7.677083333,8.32,23,0,17,13,1,hulk,3109
110,83,13404,143593,121.8545455,1730.036145,135.9132101,2127.262947,469,10188,40,40,35.772681,47.514414,215.584161,247.874988,0.0,1.4e-05,2138.939375,2138.939264,7.827272727,8.301204819,23,1,25,12,1,hulk,5948
21,34,3108,4521,148.0,132.9705882,139.7826885,214.3563283,692,1028,52,52,0.596385,0.361445,0.942013,0.75741,0.000296,3e-06,2.561097,2.516079,8.095238095,8.058823529,0,0,16,15,1,SSH,5948
101,75,10410,143136,103.0693069,1908.48,125.0726395,2479.033712,465,10188,40,52,10.210091,13.756672,28.692218,33.409863,1e-06,1e-06,101.078132,117.122709,7.861386139,8.32,23,0,15,12,1,hulk,4637
110,79,14491,143348,131.7363636,1814.531646,139.1538438,2290.195518,467,10188,40,40,36.311024,50.729502,271.92788,320.955892,0.0,1e-06,2834.081071,2834.081172,7.890909091,8.316455696,22,1,29,12,1,slowloris,4637
94,74,9537,143084,101.4574468,1933.567568,121.3600052,2217.597979,433,8740,40,52,10.977979,13.985413,30.157327,33.462972,0.0,2e-06,99.283193,99.296684,7.808510638,8.324324324,22,0,14,12,1,hulk,5362
