fwd_num_packets,bwd_num_packets,fwd_total_bytes,bwd_total_bytes,fwd_avg_pkt_length,bwd_avg_pkt_length,fwd_std_pkt_length,bwd_std_pkt_length,fwd_max_pkt_length,bwd_max_pkt_length,fwd_min_pkt_length,bwd_min_pkt_length,fwd_avg_inter_time,bwd_avg_inter_time,fwd_std_inter_time,bwd_std_inter_time,fwd_min_inter_time,bwd_min_inter_time,fwd_max_inter_time,bwd_max_inter_time,fwd_avg_offset,bwd_avg_offset,fwd_num_rst,bwd_num_rst,fwd_num_psh,bwd_num_psh,label,categorical_label,pair
11,17,702,1056,63.81818182,62.11764706,8.886148567,15.67594635,77,86,52,40,0.879397,0.549619,1.42153,1.163631,4.9e-05,1e-06,3.182711,3.139028,8.181818182,7.764705882,0,2,7,7,1,FTP,4476
91,73,8865,134962,97.41758242,1848.794521,118.8589328,2170.126001,473,8740,40,52,23.259486,29.073816,123.302459,137.594538,0.0,9e-06,1147.244699,1147.254738,7.923076923,8.328767123,19,0,12,12,1,hulk,4476
11,17,704,1056,64.0,62.11764706,8.988882022,15.67594635,76,86,52,40,0.902003,0.563746,1.451488,1.189363,3e-06,3e-06,3.082096,3.039284,8.181818182,7.764705882,0,2,7,7,1,FTP,4887
110,76,11223,143199,102.0272727,1884.197368,123.7379933,2092.003525,465,7292,40,52,36.345175,13.60004,281.958595,33.040634,1e-06,9e-06,2938.608048,100.118613,7.918181818,8.315789474,21,0,16,13,1,slowloris,4887
11,17,704,1056,64.0,62.11764706,8.988882022,15.67594635,76,86,52,40,1.022782,0.639234,1.65145,1.356225,3e-06,3e-06,3.63389,3.591336,8.181818182,7.764705882,0,2,7,7,1,FTP,5264
24,35,3276,4669,136.5,133.4,134.0645529,211.1957832,692,1028,40,52,0.525837,0.355699,0.901956,0.715847,0.0,1.9e-05,2.268888,2.224194,8.208333333,8.057142857,1,0,16,16,1,SSH,5264
11,17,699,1056,63.54545455,62.11764706,8.442317648,15.67594635,75,86,52,40,0.866251,0.541404,1.361285,1.118709,0.000213,0.0,3.06011,3.016822,8.181818182,7.764705882,0,2,7,7,1,FTP,2117
11,17,699,1056,63.54545455,62.11764706,8.442317648,15.67594635,75,86,52,40,0.866251,0.541404,1.361285,1.118709,0.000213,0.0,3.06011,3.016822,8.181818182,7.764705882,0,2,7,7,1,FTP,2117
11,17,704,1056,64.0,62.11764706,8.988882022,15.67594635,76,86,52,40,0.902003,0.563746,1.451488,1.189363,3e-06,3e-06,3.082096,3.039284,8.181818182,7.764705882,0,2,7,7,1,FTP,4945
95,76,8998,143188,94.71578947,1884.052632,113.9024091,2158.008303,449,10188,40,52,45.578594,13.792586,335.127486,33.550449,0.0,3e-06,3246.938009,101.228769,7.968421053,8.315789474,19,0,12,12,1,slowloris,4945
